Country,Embassy Name,Embassy Address,Google Maps URL
Serbia,Embassy of the Federal Republic of Germany,"Kneza Miloša 74, Beograd, Serbia",https://www.google.com/maps/place/?q=place_id:ChIJAx4zjAZwWkcRis8MQozh_X0
Slovenia,Embassy of Germany,"Prešernova cesta 27, 1000 Ljubljana, Slovenia",https://www.google.com/maps/place/?q=place_id:ChIJU52piGAtZUcR0JTPfIaMSII
Sweden,Embassy of Germany,"Skarpögatan 9, 115 27 Stockholm, Sweden",https://www.google.com/maps/place/?q=place_id:ChIJEzSy-kWdX0YRLL-nCBlRCNM
Syrian Arab Republic,Germany Embassy,"G7CF+9VH, Ibrahim Hanano, Damascus, Syria",https://www.google.com/maps/place/?q=place_id:ChIJE2Bf403nGBURj26N9OCEJ4g
Turks and Caicos Islands,Embassy of Germany,"10 Waterloo Road (P. O. Box 444) Waterloo Rd, Kingston, Jamaica",https://www.google.com/maps/place/?q=place_id:ChIJkUDOoLI_244RxJyJTEBgwBY
Chad,Embassy of Germany,"4322+G38, Rue Schoelcher, N'Djamena, Chad",https://www.google.com/maps/place/?q=place_id:ChIJmSNt--1hGRER2fUdCjlvcUQ
Togo,Embassy of Germany,"4685+PFM, Boulevard Du Mono, Lomé, Togo",https://www.google.com/maps/place/?q=place_id:ChIJZb2cX3xfIRARjgMUkYPki6Y
Thailand,Embassy of Germany,"9 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJVyaNQSWf4jARuKYxXZcJz6E
Tajikistan,Embassy of Germany,"HPJX+7GR, Ulitsa Mayakovskogo, Dushanbe, Tajikistan",https://www.google.com/maps/place/?q=place_id:ChIJjXU3AyXStTgRjhWpXpxTaLg
Trinidad and Tobago,Embassy of Germany,"19 St. Clair Avenue, Port of Spain, Trinidad & Tobago",https://www.google.com/maps/place/?q=place_id:ChIJwzSg2XIINowR9_ZFBwKpRa0
Tunisia,Embassy of Germany,"Rue du Lac Windemere, Tunis, Tunisia",https://www.google.com/maps/place/?q=place_id:ChIJwypTB2o1_RIREOtg5ghRyVE
Uganda,Embassy of Germany,"12 Mabua Rd, Kampala, Uganda",https://www.google.com/maps/place/?q=place_id:ChIJlYA1yJi7fRcRhC6tKomdjfc
Ukraine,Germany counslate Kharkiv,"14A, Skrypnyka St, 14А, Kharkiv, Kharkiv Oblast, Ukraine, 61000",https://www.google.com/maps/place/?q=place_id:ChIJPwYUU--gJ0ERKibiEi_xKhQ
United States,Embassy of the Federal Republic of Germany,"4645 Reservoir Rd NW, Washington, DC 20007, United States",https://www.google.com/maps/place/?q=place_id:ChIJlbGO4RK2t4kRBxG45306QBs
